"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"MGRC","McGrath RentCorp","63.37","$1.54B","1984","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/mgrc",
"MDCA","MDC Partners Inc.","2.59","$186.22M","n/a","Technology","Advertising","https://www.nasdaq.com/symbol/mdca",
"MDJH","MDJM LTD","2.5","$29.05M","2019","Finance","Real Estate","https://www.nasdaq.com/symbol/mdjh",
"MDRR","Medalist Diversified REIT, Inc.","4.7399","$21.26M","2018","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/mdrr",
"MFIN","Medallion Financial Corp.","6.19","$152.27M","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/mfin",
"MFINL","Medallion Financial Corp.","26.35","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/mfinl",
"MNOV","MediciNova, Inc.","9.1","$391.86M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mnov",
"MDSO","Medidata Solutions, Inc.","90.9","$5.66B","2009","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mdso",
"MDGS","Medigus Ltd.","2.46","$9.34M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/mdgs",
"MDGSW","Medigus Ltd.","0.5297","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/mdgsw",
"MDWD","MediWound Ltd.","3.23","$87.79M","2014","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/mdwd",
"MEDP","Medpace Holdings, Inc.","62.57","$2.24B","2016","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/medp",
"MEIP","MEI Pharma, Inc.","2.18","$155.41M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/meip",
"MGTX","MeiraGTx Holdings plc","29.44","$981.61M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/mgtx",
"MLCO","Melco Resorts & Entertainment Limited","23.58","$10.84B","n/a","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/mlco",
"MLNT","Melinta Therapeutics, Inc.","5.12","$60.31M","2012","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mlnt",
"MLNX","Mellanox Technologies, Ltd.","111.27","$6.1B","2007","Technology","Semiconductors","https://www.nasdaq.com/symbol/mlnx",
"MNLO","Menlo Therapeutics Inc.","4.98","$119.2M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mnlo",
"MTSL","MER Telemanagement Solutions Ltd.","1.1022","$3.63M","1997","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/mtsl",
"MELI","MercadoLibre, Inc.","633.33","$31.48B","2007","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/meli",
"MBWM","Mercantile Bank Corporation","31.87","$523.4M","1998","Finance","Major Banks","https://www.nasdaq.com/symbol/mbwm",
"MERC","Mercer International Inc.","14.23","$927.38M","n/a","Basic Industries","Paper","https://www.nasdaq.com/symbol/merc",
"MBIN","Merchants Bancorp","16.87","$484.24M","2017","Finance","Major Banks","https://www.nasdaq.com/symbol/mbin",
"MBINP","Merchants Bancorp","27","$54M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mbinp",
"MRCY","Mercury Systems Inc","69.6","$3.85B","1998","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/mrcy",
"MREO","Mereo BioPharma Group plc","2.4","$47.02M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mreo",
"EBSB","Meridian Bancorp, Inc.","18.92","$1.01B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ebsb",
"VIVO","Meridian Bioscience Inc.","11.68","$497.9M","1986","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/vivo",
"MRBK","Meridian Corporation","16.91","$108.34M","2017","n/a","n/a","https://www.nasdaq.com/symbol/mrbk",
"MMSI","Merit Medical Systems, Inc.","57.67","$3.17B","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/mmsi",
"MACK","Merrimack Pharmaceuticals, Inc.","5.74","$76.59M","2012","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mack",
"MRSN","Mersana Therapeutics, Inc.","3.99","$190.39M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mrsn",
"MRUS","Merus N.V.","15.03","$351.4M","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mrus",
"MESA","Mesa Air Group, Inc.","9.53","$274.33M","2018","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/mesa",
"MLAB","Mesa Laboratories, Inc.","238.25","$929.44M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mlab",
"MESO","Mesoblast Limited","5.35","$529.79M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/meso",
"CASH","Meta Financial Group, Inc.","27.52","$1.09B","1993","Finance","Savings Institutions","https://www.nasdaq.com/symbol/cash",
"MEOH","Methanex Corporation","43.19","$3.31B","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/meoh",
"MGEE","MGE Energy Inc.","73.7","$2.56B","n/a","Energy","Electric Utilities: Central","https://www.nasdaq.com/symbol/mgee",
"MGPI","MGP Ingredients, Inc.","69.13","$1.18B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/mgpi",
"MBOT","Microbot Medical Inc. ","5.2","$22.4M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/mbot",
"MCHP","Microchip Technology Incorporated","89.36","$21.26B","1993","Technology","Semiconductors","https://www.nasdaq.com/symbol/mchp",
"MU","Micron Technology, Inc.","42.9","$47.35B","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/mu",
"MSFT","Microsoft Corporation","137.85","$1056.32B","1986","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/msft",
"MSTR","MicroStrategy Incorporated","122.96","$1.26B","1998","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mstr",
"MVIS","Microvision, Inc.","0.8335","$86.29M","1996","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mvis",
"MICT","MICT, Inc.","0.7503","$8.26M","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/mict",
"MPB","Mid Penn Bancorp","25.72","$217.65M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mpb",
"MTP","Midatech Pharma PLC","1.33","$27.23M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mtp",
"MCEP","Mid-Con Energy Partners, LP","0.4352","$13.4M","2011","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/mcep",
"MBCN","Middlefield Banc Corp.","41","$133.53M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mbcn",
"MSEX","Middlesex Water Company","61","$1B","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/msex",
"MSBI","Midland States Bancorp, Inc.","26.06","$627.09M","2016","Finance","Major Banks","https://www.nasdaq.com/symbol/msbi",
"MSVB","Mid-Southern Bancorp, Inc.","12.65","$45.1M","2018","Finance","Savings Institutions","https://www.nasdaq.com/symbol/msvb",
"MOFG","MidWestOne Financial Group, Inc.","27.95","$454.53M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mofg",
"MIST","Milestone Pharmaceuticals Inc.","20.09","$492.02M","2019","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mist",
"MLND","Millendo Therapeutics, Inc. ","11.82","$158.22M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mlnd",
"TIGO","Millicom International Cellular S.A.","58.03","$5.87B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/tigo",
"MIME","Mimecast Limited","50.17","$3.08B","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mime",
"MNDO","MIND C.T.I. Ltd.","2.18","$43.19M","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/mndo",
"NERV","Minerva Neurosciences, Inc","6.67","$260.3M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nerv",
"MGEN","Miragen Therapeutics, Inc.","2.13","$65.88M","2014","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/mgen",
"MRTX","Mirati Therapeutics, Inc.","105.35","$3.8B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mrtx",
"MSON","MISONIX, Inc.","26.14","$252.02M","1992","Capital Goods","Medical Specialities","https://www.nasdaq.com/symbol/mson",
"MIND","Mitcham Industries, Inc.","3.8","$46.09M","1994","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/mind",
"MINDP","Mitcham Industries, Inc.","24.4","$19.47M","n/a","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/mindp",
"MITK","Mitek Systems, Inc.","9.99","$398.07M","n/a","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/mitk",
"MKSI","MKS Instruments, Inc.","78.75","$4.28B","1999","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mksi",
"MMAC","MMA Capital Holdings, Inc.","32.3","$190.06M","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/mmac",
"MTC","MMTec, Inc.","11.1264","$223.31M","2019","n/a","n/a","https://www.nasdaq.com/symbol/mtc",
"MINI","Mobile Mini, Inc.","32.46","$1.46B","1994","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/mini",
"MOBL","MobileIron, Inc.","6.24","$678.42M","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mobl",
"MMDM","Modern Media Acquisition Corp.","11.5","$229.22M","2017","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/mmdm",
"MMDMR","Modern Media Acquisition Corp.","0.227","n/a","2017","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/mmdmr",
"MMDMU","Modern Media Acquisition Corp.","12.54","n/a","2017","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/mmdmu",
"MMDMW","Modern Media Acquisition Corp.","0.2389","n/a","2017","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/mmdmw",
"MRNA","Moderna, Inc.","14.48","$4.76B","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/mrna",
"MOGO","Mogo Inc.","3.3","$90.02M","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/mogo",
"MWK","Mohawk Group Holdings, Inc.","7.44","$130.5M","2019","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/mwk",
"MTEM","Molecular Templates, Inc.","7.18","$264M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mtem",
"MBRX","Moleculin Biotech, Inc.","1.24","$56.04M","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mbrx",
"MNTA","Momenta Pharmaceuticals, Inc.","11.5","$1.13B","2004","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/mnta",
"MOMO","Momo Inc.","34.69","$7.19B","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/momo",
"MKGI","Monaker Group, Inc.","2.45","$26.25M","n/a","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/mkgi",
"MCRI","Monarch Casino & Resort, Inc.","44.52","$800.72M","1993","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/mcri",
"MDLZ","Mondelez International, Inc.","55.53","$79.99B","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/mdlz",
"MGI","Moneygram International, Inc.","2.34","$145.25M","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/mgi",
"MDB","MongoDB, Inc.","157.23","$8.7B","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mdb",
"MNCL","Monocle Acquisition Corporation","9.93","$221.24M","2019","Finance","Business Services","https://www.nasdaq.com/symbol/mncl",
"MNCLU","Monocle Acquisition Corporation","10.33","n/a","2019","Finance","Business Services","https://www.nasdaq.com/symbol/mnclu",
"MNCLW","Monocle Acquisition Corporation","0.33","n/a","2019","Finance","Business Services","https://www.nasdaq.com/symbol/mnclw",
"MPWR","Monolithic Power Systems, Inc.","140.79","$6.06B","2004","Technology","Semiconductors","https://www.nasdaq.com/symbol/mpwr",
"TYPE","Monotype Imaging Holdings Inc.","17.08","$706.66M","2007","Technology","EDP Services","https://www.nasdaq.com/symbol/type",
"MNRO","Monro, Inc. ","82.23","$2.73B","1991","Consumer Services","Automotive Aftermarket","https://www.nasdaq.com/symbol/mnro",
"MRCC","Monroe Capital Corporation","11.44","$233.89M","2012","n/a","n/a","https://www.nasdaq.com/symbol/mrcc",
"MRCCL","Monroe Capital Corporation","25.314","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/mrccl",
"MNST","Monster Beverage Corporation","65.03","$35.35B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/mnst",
"MORN","Morningstar, Inc.","148.38","$6.33B","2005","Finance","Investment Managers","https://www.nasdaq.com/symbol/morn",
"MORF","Morphic Holding, Inc.","18.65","$551.97M","2019","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/morf",
"MOR","MorphoSys AG","25.11","$3.17B","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mor",
"MOSY","MoSys, Inc.","0.1827","$7.9M","2001","Technology","Semiconductors","https://www.nasdaq.com/symbol/mosy",
"MTFB","Motif Bio plc","0.6239","$10.68M","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mtfb",
"MTFBW","Motif Bio plc","0.07","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mtfbw",
"MPAA","Motorcar Parts of America, Inc.","18.13","$341.2M","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/mpaa",
"MOTS","Motus GI Holdings, Inc.","3.08","$66.07M","2018","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/mots",
"MPVD","Mountain Province Diamonds Inc.","0.9585","$201.39M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/mpvd",
"MOXC","Moxian, Inc.","1.95","$26.27M","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/moxc",
"COOP","Mr. Cooper Group Inc.","7.91","$720.19M","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/coop",
"MSBF","MSB Financial Corp.","15.62","$83.83M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/msbf",
"MTBC","MTBC, Inc.","4.95","$59.54M","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mtbc",
"MTBCP","MTBC, Inc.","27.36","$25.43M","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mtbcp",
"MTSC","MTS Systems Corporation","56.07","$1.01B","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mtsc",
"MUDS","Mudrick Capital Acquisition Corporation","10.2","$265.2M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/muds",
"MUDSU","Mudrick Capital Acquisition Corporation","10.6","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/mudsu",
"MUDSW","Mudrick Capital Acquisition Corporation","0.45","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/mudsw",
"MBIO","Mustang Bio, Inc.","3.52","$141.71M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mbio",
"MFSF","MutualFirst Financial Inc.","32.01","$275.84M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mfsf",
"MVBF","MVB Financial Corp.","16.84","$196.03M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mvbf",
"MYSZ","My Size, Inc.","0.65","$19.42M","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mysz",
"MYL","Mylan N.V.","19.13","$9.86B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/myl",
"MYND","MYnd Analytics, Inc.","1.54","$19.56M","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/mynd",
"MYNDW","MYnd Analytics, Inc.","0.37","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/myndw",
"MYOK","MyoKardia, Inc.","50","$2.3B","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/myok",
"MYOS","MYOS RENS Technology Inc.","1.5276","$14.01M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/myos",
"MYRG","MYR Group, Inc.","36.42","$604.94M","n/a","Basic Industries","Water Supply","https://www.nasdaq.com/symbol/myrg",
"MYGN","Myriad Genetics, Inc.","26.53","$1.95B","1995","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/mygn",
"NBRV","Nabriva Therapeutics plc","2.4","$192.04M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nbrv",
"NAKD","Naked Brand Group Limited","0.1518","$9.03M","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/nakd",
"NNDM","Nano Dimension Ltd.","0.4289","$15.31M","n/a","Technology","Electrical Products","https://www.nasdaq.com/symbol/nndm",
"NANO","Nanometrics Incorporated","33.58","$829.02M","1984","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/nano",
"NSTG","NanoString Technologies, Inc.","28.39","$995.04M","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/nstg",
"NAOV","NanoVibronix, Inc.","2.97","$12.22M","n/a","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/naov",
"NH","NantHealth, Inc.","0.582","$63.98M","2016","Technology","EDP Services","https://www.nasdaq.com/symbol/nh",
"NK","NantKwest, Inc.","1.13","$111.5M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/nk",
"NSSC","NAPCO Security Technologies, Inc.","25.41","$469.45M","n/a","Capital Goods","Telecommunications Equipment","https://www.nasdaq.com/symbol/nssc",
"NDAQ","Nasdaq, Inc.","103.02","$17.07B","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/ndaq",
"NTRA","Natera, Inc.","26.46","$1.84B","2015","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/ntra",
"NATH","Nathan&#39;s Famous, Inc.","76.31","$321.32M","1993","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/nath",
"NKSH","National Bankshares, Inc.","36.92","$240.19M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/nksh",
"FIZZ","National Beverage Corp.","42.35","$1.98B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/fizz",
"NCMI","National CineMedia, Inc.","6.95","$548.83M","2007","Consumer Services","Advertising","https://www.nasdaq.com/symbol/ncmi",
"NESR","National Energy Services Reunited Corp.","8.44","$733.41M","2017","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/nesr",
"NESRW","National Energy Services Reunited Corp.","0.8","n/a","2017","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/nesrw",
"NGHC","National General Holdings Corp","22.93","$2.59B","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/nghc",
"NGHCN","National General Holdings Corp","23.99","$4.8M","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/nghcn",
"NGHCO","National General Holdings Corp","24.2","$3.99M","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/nghco",
"NGHCP","National General Holdings Corp","24.6","$54.12M","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/nghcp",
"NGHCZ","National General Holdings Corp","25.95","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/nghcz",
"NHLD","National Holdings Corporation","2.73","$35.22M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/nhld",
"NHLDW","National Holdings Corporation","0.22","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/nhldw",
"NATI","National Instruments Corporation","43.05","$5.68B","1995","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/nati",
"NRC","National Research Corporation","58.07","$1.44B","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/nrc",
"NSEC","National Security Group, Inc.","11.15","$28.18M","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/nsec",
"EYE","National Vision Holdings, Inc.","30.81","$2.41B","2017","Health Care","Ophthalmic Goods","https://www.nasdaq.com/symbol/eye",
"NWLI","National Western Life Group, Inc.","260.61","$947.58M","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/nwli",
"NAII","Natural Alternatives International, Inc.","11.72","$85.07M","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/naii",
"NHTC","Natural Health Trends Corp.","6.98","$78.35M","n/a","Consumer Durables","Consumer Specialties","https://www.nasdaq.com/symbol/nhtc",
"NATR","Nature&#39;s Sunshine Products, Inc.","9.1","$175.39M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/natr",
"BABY","Natus Medical Incorporated","25.86","$879.39M","2001","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/baby",
"JSM","Navient Corporation","21.48","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/jsm",
"NAVI","Navient Corporation","13.27","$3.18B","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/navi",
"NMCI","Navios Maritime Containers L.P.","2.1","$72.67M","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/nmci",
"NBTB","NBT Bancorp Inc.","37.4","$1.64B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/nbtb",
"NCSM","NCS Multistage Holdings, Inc.","3.19","$148.88M","2017","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/ncsm",
"NEBU","Nebula Acquisition Corporation","10.1","$347.19M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/nebu",
"NEBUU","Nebula Acquisition Corporation","10.45","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/nebuu",
"NEBUW","Nebula Acquisition Corporation","1.1","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/nebuw",
"NKTR","Nektar Therapeutics","34.79","$6.06B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nktr",
"NMRD","Nemaura Medical Inc.","0.94","$195.51M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/nmrd",
"NEOG","Neogen Corporation","61.98","$3.23B","1989","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/neog",
"NEO","NeoGenomics, Inc.","22.88","$2.18B","n/a","Health Care","Precision Instruments","https://www.nasdaq.com/symbol/neo",
"NTGN","Neon Therapeutics, Inc.","4.42","$125.22M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/ntgn",
"NEON","Neonode Inc.","2.8305","$24.94M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/neon",
"NEOS","Neos Therapeutics, Inc.","1.56","$77.57M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/neos",
"NVCN","Neovasc Inc.","4.39","$32.84M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/nvcn",
"NEPT","Neptune Wellness Solutions Inc.","4.62","$375.73M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nept",
"UEPS","Net 1 UEPS Technologies, Inc.","4.11","$233.51M","2005","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/ueps",
"NETE","Net Element, Inc.","4.32","$17.78M","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/nete",
"NTAP","NetApp, Inc.","60.28","$14.47B","1995","Technology","Electronic Components","https://www.nasdaq.com/symbol/ntap",
"NTES","NetEase, Inc.","262.62","$33.61B","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/ntes",
"NFLX","Netflix, Inc.","381","$166.58B","2002","Consumer Services","Consumer Electronics/Video Chains","https://www.nasdaq.com/symbol/nflx",
"NTGR","NETGEAR, Inc.","26.01","$819.1M","2003","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/ntgr",
"NTCT","NetScout Systems, Inc.","26","$2.01B","1999","Technology","EDP Services","https://www.nasdaq.com/symbol/ntct",
"NTWK","NetSol Technologies Inc.","5.55","$64.79M","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ntwk",
"CUR","Neuralstem, Inc.","0.347","$6.94M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/cur",
"NBIX","Neurocrine Biosciences, Inc.","87.12","$7.95B","1996","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/nbix",
"NURO","NeuroMetrix, Inc.","0.4222","$3.72M","2004","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/nuro",
"NUROW","NeuroMetrix, Inc.","0.0165","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/nurow",
"STIM","Neuronetics, Inc.","12.73","$233.06M","2018","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/stim",
"NTRP","Neurotrope, Inc.","6.96","$90.11M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ntrp",
"NBEV","New Age Beverages Corporation","4.21","$317.4M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/nbev",
"NFE","New Fortress Energy LLC","11.9","$2B","2019","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/nfe",
"NYMT","New York Mortgage Trust, Inc.","6.19","$1.18B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/nymt",
"NYMTN","New York Mortgage Trust, Inc.","24.5","$132.3M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/nymtn",
"NYMTO","New York Mortgage Trust, Inc.","24.67","$88.81M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/nymto",
"NYMTP","New York Mortgage Trust, Inc.","24.45","$73.35M","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/nymtp",
"NEWA","Newater Technology, Inc.","5.75","$62.15M","2017","Basic Industries","Miscellaneous","https://www.nasdaq.com/symbol/newa",
"NWL","Newell Brands Inc.","14.92","$6.31B","n/a","Consumer Non-Durables","Plastic Products","https://www.nasdaq.com/symbol/nwl",
"NLNK","NewLink Genetics Corporation","1.47","$54.8M","2011","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nlnk",
"NMRK","Newmark Group, Inc.","9.21","$1.64B","2017","Finance","Real Estate","https://www.nasdaq.com/symbol/nmrk",
